userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
2164573,15,15,1998,5,female,120,551,484,860,722,860,703,0,19
1459690,15,4,1998,6,female,310,537,101,869,586,869,476,0,110
1500486,19,16,1994,2,female,313,524,449,806,797,806,570,0,227
1645162,15,30,1998,7,female,326,546,365,874,1461,874,1319,0,142
1350501,20,13,1993,1,female,515,563,243,848,2798,848,2156,0,642
1987946,25,10,1988,2,female,377,538,185,816,1268,816,1198,0,70
1798781,16,13,1997,6,male,192,521,383,986,107,705,69,281,38
1119486,24,21,1989,1,female,599,564,322,906,433,583,263,323,170
1285781,15,14,1998,7,male,109,554,485,978,1478,441,646,537,832
2111876,19,24,1994,4,female,536,551,310,918,328,666,228,252,100
1882160,29,17,1984,1,male,512,569,412,919,859,911,641,8,218
1788575,20,1,1993,1,male,216,564,508,913,370,913,331,0,39
1474769,21,8,1992,9,male,761,572,191,959,285,959,247,0,38
1010010,21,22,1992,2,female,506,555,305,946,679,946,401,0,278
1835592,25,28,1988,12,female,650,548,292,967,1137,967,1058,0,79
1035533,20,7,1993,3,female,103,528,129,1101,1708,0,381,1101,1327
1405711,17,8,1996,6,female,605,562,424,1128,176,714,46,414,130
1596004,16,15,1997,10,male,416,553,393,1068,510,709,141,359,369
1934217,24,1,1989,11,female,1381,549,359,1000,551,709,394,291,157
1237071,26,3,1987,9,female,1661,558,243,1042,231,268,65,774,166
1286400,14,20,1999,8,female,392,527,105,1005,543,904,388,101,155
1150712,15,16,1998,8,female,1337,555,198,1053,722,1030,607,23,115
1066474,25,10,1988,6,female,686,548,391,1111,757,852,373,259,384
1519931,15,16,1998,7,female,233,520,140,1128,2391,973,1222,155,1169
1687469,20,10,1993,8,female,519,546,180,1056,633,1056,404,0,229
1239544,14,21,1999,6,male,181,550,457,1237,317,0,58,1237,259
1579747,14,5,1999,9,female,343,553,407,1147,805,71,405,1076,400
1660982,18,21,1995,10,female,688,553,262,1203,862,80,421,1123,441
2152531,23,6,1990,11,female,1853,519,324,1177,1542,88,589,1089,953
1185247,15,8,1998,6,female,523,564,429,1163,956,448,271,715,685
1323712,24,17,1989,7,female,400,571,362,1184,1138,466,756,718,382
1938318,27,1,1986,8,male,755,537,340,1182,351,1153,94,29,257
1971740,20,22,1993,4,female,862,522,303,1276,1463,1233,822,43,641
2089537,22,13,1991,4,female,357,554,384,1192,1563,1179,1432,13,131
1778147,17,17,1996,1,female,626,541,219,1168,1453,1168,1321,0,132
2000521,23,1,1990,1,male,394,553,453,1421,281,24,210,1397,71
1790575,16,6,1997,1,male,817,532,264,1303,1453,220,288,1083,1165
2103853,23,26,1990,10,female,804,557,488,1515,2021,157,1360,1358,661
1580783,24,10,1989,2,male,1451,520,375,1331,585,590,119,741,466
1082871,14,4,1999,8,female,866,569,409,1395,318,1215,233,180,85
1770533,16,25,1997,3,female,397,522,323,1500,373,1461,220,39,153
1088456,18,9,1995,4,male,457,550,459,1506,476,1291,427,215,49
1294765,16,8,1997,2,female,484,526,374,1332,452,1331,151,1,301
1653152,23,27,1990,1,female,844,557,132,1326,940,1326,900,0,40
1390519,25,14,1988,2,male,673,562,433,1301,1095,1301,918,0,177
1167532,19,17,1994,10,female,546,533,374,1609,895,242,200,1367,695
1700831,25,8,1988,9,female,814,550,285,1868,2676,674,1319,1194,1357
1935681,39,14,1974,12,female,998,526,157,1790,4135,449,1504,1341,2631
1764304,16,15,1997,11,male,571,549,234,1648,610,1606,500,42,110
1575927,28,31,1985,3,female,519,573,361,1717,823,1683,543,34,280
1040708,22,16,1991,8,female,672,565,394,1636,2429,1580,2284,56,145
1239074,35,1,1978,10,male,108,521,438,1545,1203,1400,664,145,539
2117173,23,18,1990,9,male,537,550,486,1528,21,1528,17,0,4
1494446,33,18,1980,10,female,301,558,513,1679,285,1679,212,0,73
1180270,24,26,1989,2,female,419,536,205,1671,1108,1671,936,0,172
1522711,17,8,1996,1,female,163,526,369,2016,817,42,554,1974,263
1749233,19,25,1994,11,female,658,569,363,2132,1147,0,777,2132,370
1739422,32,17,1981,5,female,768,555,133,2307,1281,149,428,2158,853
1586157,19,16,1994,8,female,235,557,253,2023,746,1324,363,699,383
2046105,14,8,1999,9,female,445,529,263,2063,1787,791,1102,1272,685
1580551,18,8,1995,6,female,469,538,419,2023,2629,637,1834,1386,795
1914686,15,10,1998,8,female,280,529,341,2172,1227,1587,510,585,717
2013219,21,16,1992,12,female,1305,537,310,2237,469,2208,362,29,107
1124124,15,11,1998,1,male,184,557,406,2288,2071,1887,1883,401,188
1623118,34,26,1979,8,male,1280,530,155,2026,2623,1895,1462,131,1161
1701871,42,24,1971,7,female,560,561,226,2081,267,2081,140,0,127
1650012,22,12,1991,12,male,709,573,490,2197,2057,2197,1981,0,76
1442272,15,8,1998,6,male,189,547,440,2944,1376,299,500,2645,876
2154985,17,17,1996,2,female,270,524,419,2477,1122,44,485,2433,637
1701804,19,3,1994,3,female,624,565,433,2925,1115,1863,693,1062,422
1643884,14,30,1999,6,female,1070,543,298,3503,1306,2994,760,509,546
1057185,42,10,1971,10,female,1034,539,236,2850,2630,2797,1244,53,1386
1593253,19,14,1994,1,female,312,552,373,2765,4393,2696,2151,69,2242
1369573,39,24,1974,11,female,583,539,404,2497,1517,2497,1216,0,301
1105585,18,14,1995,10,female,701,568,399,2471,1891,2471,794,0,1097
1605614,20,9,1993,5,male,374,542,367,3087,1919,3087,1632,0,287
1038359,23,1,1990,2,female,769,573,402,3931,2620,336,471,3595,2149
1275323,17,19,1996,7,female,467,522,285,4728,715,4313,418,415,297
1372868,16,3,1997,2,female,648,545,307,3612,982,3142,320,470,662
1320732,25,11,1988,5,male,196,543,320,10498,2910,7701,1601,2797,1309
1697304,26,14,1987,4,female,527,524,362,7083,3698,5913,1830,1170,1868
1745507,18,24,1995,9,female,192,530,275,3799,3977,3539,1603,260,2374
2064754,18,12,1995,5,female,309,521,313,3968,1725,3953,1405,15,320
1375917,24,9,1989,8,male,435,527,340,4058,661,4058,583,0,78
1993980,29,15,1984,1,male,251,521,406,6612,369,6612,334,0,35
1943692,13,14,2000,1,female,243,556,209,9446,5344,9446,4945,0,399
2099884,25,10,1988,1,female,171,555,61,3876,1769,3876,1428,0,341
2025325,33,1,1980,8,male,47,525,506,6119,1439,6119,1323,0,116
1359381,25,4,1988,4,female,99,547,316,4005,5513,4005,3167,0,2346
1086332,16,25,1997,9,female,673,574,378,104,232,54,148,50,84
1426368,21,5,1992,10,male,1380,635,329,101,58,83,46,18,12
1328028,15,25,1998,9,female,192,585,96,103,164,90,123,13,41
1915027,34,17,1979,2,female,1264,628,293,103,268,101,197,2,71
1469929,16,2,1997,1,female,358,605,379,107,439,21,227,86,212
1060000,20,30,1993,4,male,266,630,590,109,77,51,58,58,19
1644582,22,6,1991,12,female,1062,592,171,105,259,74,141,31,118
1501390,15,4,1998,10,male,398,626,299,105,165,88,134,17,31
1523239,19,29,1994,9,female,461,585,300,105,138,105,75,0,63
1228835,28,18,1985,6,female,442,605,469,108,131,108,126,0,5
1460197,16,13,1997,11,male,1076,588,255,110,40,3,26,107,14
1017904,18,11,1995,11,female,409,630,506,113,54,30,21,83,33
1028493,22,26,1991,3,male,1675,604,383,110,363,69,315,41,48
1359911,40,20,1973,6,female,1958,608,337,112,69,96,23,16,46
2057226,15,18,1998,2,male,382,639,548,112,50,112,29,0,21
1499486,18,26,1995,2,male,274,574,319,111,75,111,52,0,23
1296665,17,15,1996,9,female,425,627,119,112,209,112,203,0,6
1437931,16,27,1997,8,male,270,609,417,116,3,0,1,116,2
2184424,23,31,1990,7,male,1159,597,284,118,40,5,19,113,21
1881961,14,18,1999,8,male,497,639,489,119,127,1,59,118,68
2100710,16,7,1997,4,female,617,616,334,119,74,1,15,118,59
1861852,22,7,1991,8,male,640,591,415,116,267,22,181,94,86
1971135,20,18,1993,5,female,308,592,273,115,30,90,18,25,12
1207825,20,13,1993,6,male,464,596,468,115,71,115,68,0,3
1623755,27,4,1986,4,female,920,579,267,123,691,87,647,36,44
1841751,29,14,1984,9,female,1546,609,505,121,240,117,156,4,84
1087766,26,10,1987,5,male,543,574,460,124,42,124,32,0,10
2033934,21,4,1992,10,female,1101,576,371,123,213,123,144,0,69
1567362,22,16,1991,7,female,92,620,532,121,493,121,463,0,30
2147376,21,2,1992,8,female,284,620,327,127,298,83,198,44,100
2012461,25,9,1988,12,female,309,621,270,125,194,44,80,81,114
1619468,25,6,1988,10,female,158,627,547,128,283,43,168,85,115
2181913,15,24,1998,5,female,84,624,523,125,183,124,102,1,81
1790926,15,6,1998,6,female,333,594,393,126,52,126,48,0,4
1850876,16,23,1997,7,female,262,626,467,130,84,130,63,0,21
1320030,19,16,1994,5,male,683,621,474,129,87,129,74,0,13
1847177,21,25,1992,12,female,422,581,104,125,113,125,99,0,14
1037611,21,4,1992,6,female,1524,633,276,132,113,92,89,40,24
1235261,18,20,1995,8,male,203,583,419,134,130,130,123,4,7
1290770,16,16,1997,4,female,435,633,386,131,38,131,22,0,16
1772714,17,27,1996,7,female,390,616,445,134,63,134,50,0,13
2154033,19,5,1994,10,male,175,613,455,143,15,0,1,143,14
1891722,19,27,1994,1,female,602,616,354,142,75,106,40,36,35
1350720,23,6,1990,12,female,614,595,227,141,55,114,19,27,36
1082316,20,21,1993,3,female,373,589,278,142,188,135,117,7,71
1734252,24,27,1989,10,female,1193,615,332,139,173,110,116,29,57
1505660,23,24,1990,8,male,1869,581,253,139,239,136,183,3,56
1864147,21,23,1992,8,female,267,633,136,140,14,140,13,0,1
2073328,29,14,1984,4,female,747,620,310,139,35,139,26,0,9
1978432,26,10,1987,6,female,334,574,123,139,187,139,116,0,71
1350689,24,15,1989,4,male,374,624,549,143,364,143,282,0,82
1588457,19,8,1994,5,male,455,596,504,144,25,34,16,110,9
1544496,21,10,1992,5,female,491,612,549,148,363,44,173,104,190
1170756,23,9,1990,4,male,669,623,456,147,482,95,247,52,235
1456149,30,2,1983,10,male,651,632,155,145,604,73,304,72,300
1381621,18,7,1995,8,male,654,612,464,144,51,133,38,11,13
1553439,19,2,1994,1,female,387,580,136,148,380,128,170,20,210
1158635,24,16,1989,10,male,736,578,481,144,132,144,127,0,5
1691147,15,20,1998,4,female,375,627,289,156,82,36,42,120,40
1278272,16,9,1997,5,female,128,621,251,157,207,109,120,48,87
1123861,18,22,1995,8,female,284,629,432,155,142,104,105,51,37
1792604,25,13,1988,4,female,1563,579,284,157,155,37,105,120,50
2147697,15,20,1998,1,female,221,629,366,152,439,34,132,118,307
1860999,19,12,1994,10,female,548,595,290,153,126,119,83,34,43
1204197,16,8,1997,2,male,567,616,364,152,410,113,308,39,102
1089347,18,27,1995,7,female,155,635,316,152,249,149,112,3,137
1672322,23,15,1990,5,male,882,626,521,156,8,156,8,0,0
1994544,16,16,1997,6,male,237,628,472,157,64,157,41,0,23
1213678,24,23,1989,11,male,310,636,568,156,114,156,110,0,4
1230362,23,10,1990,5,female,228,616,382,159,132,128,80,31,52
1506290,14,5,1999,2,male,313,587,531,162,593,148,539,14,54
1452308,20,3,1993,9,male,282,621,505,166,93,47,82,119,11
1508346,17,2,1996,2,male,672,603,458,169,188,95,89,74,99
1793042,41,23,1972,7,female,267,605,377,172,181,68,45,104,136
2029016,24,23,1989,10,female,1443,595,284,165,81,164,68,1,13
1135231,20,24,1993,8,female,309,630,338,165,376,164,316,1,60
2174341,16,28,1997,7,female,487,605,394,168,84,168,56,0,28
2000274,23,9,1990,2,male,866,595,281,174,95,107,76,67,19
2063513,35,15,1978,6,female,1443,635,427,180,136,178,85,2,51
2132226,19,25,1994,8,female,164,614,37,180,276,180,217,0,59
1216914,27,21,1986,4,female,1764,629,414,178,685,178,618,0,67
1977703,22,25,1991,10,male,492,587,515,184,105,52,65,132,40
1892557,27,13,1986,3,male,381,610,380,190,103,75,44,115,59
1673911,19,28,1994,7,male,309,598,203,187,217,81,147,106,70
1196009,17,10,1996,4,male,520,598,483,190,70,151,42,39,28
1594332,30,16,1983,10,male,1363,610,392,183,38,183,33,0,5
2119524,17,28,1996,10,female,258,611,374,184,192,184,100,0,92
1143318,18,20,1995,2,female,595,595,239,185,192,185,110,0,82
1423878,42,25,1971,8,female,1461,620,220,184,336,184,200,0,136
1406821,22,9,1991,6,male,395,602,427,194,648,8,454,186,194
2153833,16,24,1997,5,female,182,577,440,194,120,111,99,83,21
1972784,16,15,1997,10,male,465,616,359,192,154,132,96,60,58
1589769,25,2,1988,12,female,363,586,488,191,147,131,63,60,84
2162801,16,10,1997,12,female,348,593,92,194,341,132,127,62,214
1508687,15,13,1998,10,female,56,598,317,193,311,130,243,63,68
1192148,27,5,1986,3,male,1688,637,253,195,320,111,267,84,53
2114847,23,27,1990,4,female,522,611,366,200,238,195,120,5,118
1028279,15,25,1998,11,female,221,597,320,196,138,196,93,0,45
1359003,19,4,1994,1,female,203,624,194,192,132,192,112,0,20
1837787,21,19,1992,10,male,317,607,538,196,747,196,691,0,56
2158975,15,4,1998,3,female,296,595,282,209,61,41,20,168,41
1035309,20,23,1993,7,female,187,635,477,201,230,33,129,168,101
2124284,25,12,1988,8,female,668,586,350,204,623,135,444,69,179
1314984,22,18,1991,3,female,902,626,191,210,277,192,67,18,210
2132908,24,22,1989,11,female,771,603,393,205,430,203,303,2,127
1557315,29,21,1984,4,male,483,619,548,203,58,203,55,0,3
1115453,19,27,1994,5,male,284,613,343,211,681,211,468,0,213
1635723,32,13,1981,4,male,1820,580,228,220,153,16,93,204,60
1872590,16,8,1997,6,male,386,606,445,219,92,155,42,64,50
1000602,26,7,1987,9,male,631,622,411,213,213,129,119,84,94
1156075,20,27,1993,7,female,1056,576,205,218,519,132,415,86,104
1372784,15,10,1998,10,male,334,586,435,212,158,197,86,15,72
1265994,17,7,1996,10,male,130,639,297,216,480,206,387,10,93
1181215,20,8,1993,7,male,141,582,492,213,390,175,296,38,94
1141042,18,11,1995,11,female,531,621,458,221,353,221,179,0,174
1216850,19,5,1994,2,female,567,597,369,215,407,215,397,0,10
1337058,39,19,1974,11,female,464,589,282,221,533,221,482,0,51
1965113,16,16,1997,5,male,543,575,342,222,29,41,19,181,10
1068780,17,4,1996,2,female,354,627,320,227,231,122,142,105,89
1761861,15,23,1998,4,female,96,587,267,231,356,86,192,145,164
1887325,21,20,1992,7,female,111,576,492,228,295,228,209,0,86
1623506,28,29,1985,10,male,1285,635,465,226,138,226,119,0,19
1974837,18,2,1995,9,female,51,590,228,226,376,226,274,0,102
1700905,18,26,1995,6,female,892,601,556,243,119,9,33,234,86
2055898,18,11,1995,9,female,1040,584,454,234,104,0,36,234,68
2039892,24,11,1989,1,female,1817,635,225,245,340,13,168,232,172
1247133,16,8,1997,10,female,443,609,427,235,104,129,68,106,36
1742621,17,23,1996,6,female,1056,624,349,237,404,125,205,112,199
1414527,16,28,1997,8,female,543,625,386,242,211,228,156,14,55
1639197,17,10,1996,3,male,111,593,538,238,245,210,190,28,55
1231562,18,18,1995,9,male,968,597,314,243,29,243,25,0,4
1913174,28,4,1985,3,female,1454,613,172,246,1149,246,1108,0,41
1191326,19,9,1994,7,male,713,585,389,253,259,152,23,101,236
1077124,22,19,1991,11,female,455,639,285,253,572,244,223,9,349
1593201,18,9,1995,11,male,183,629,182,258,227,256,101,2,126
1941792,19,1,1994,5,male,729,582,130,248,240,247,172,1,68
1826265,24,30,1989,4,male,523,622,421,269,391,140,163,129,228
1539001,17,18,1996,2,male,259,605,493,262,489,143,299,119,190
2163126,18,19,1995,10,female,491,582,276,265,221,223,85,42,136
1061609,18,13,1995,5,female,328,596,463,274,826,222,305,52,521
1600890,19,14,1994,12,male,644,601,497,261,98,261,67,0,31
1387333,16,9,1997,8,female,385,574,450,283,55,49,25,234,30
1012816,15,23,1998,8,male,279,634,388,281,90,141,46,140,44
1345240,17,22,1996,8,female,1408,586,347,288,282,205,166,83,116
2086288,29,9,1984,11,male,644,576,451,279,299,92,61,187,238
1411710,22,15,1991,4,male,380,601,396,281,455,158,306,123,149
2183259,16,27,1997,1,female,552,627,334,286,295,268,88,18,207
1882529,22,7,1991,6,male,308,579,374,282,183,217,107,65,76
1524730,26,1,1987,1,male,354,593,341,281,465,251,350,30,115
1757295,19,25,1994,9,male,544,600,273,286,157,286,75,0,82
1127510,29,14,1984,2,female,113,579,97,292,57,292,52,0,5
1623050,20,23,1993,8,female,1620,581,233,306,202,191,119,115,83
2142022,20,17,1993,4,female,574,631,369,300,321,300,186,0,135
1651847,21,28,1992,7,male,441,579,516,312,240,48,143,264,97
2017786,22,10,1991,10,female,739,592,335,318,733,50,140,268,593
1706157,26,6,1987,9,female,1032,577,162,313,146,286,78,27,68
1160706,15,27,1998,1,male,303,578,336,309,197,268,147,41,50
1821442,19,3,1994,1,female,342,636,341,322,452,257,131,65,321
1894246,16,17,1997,3,female,795,622,122,317,562,296,310,21,252
2049993,18,12,1995,2,female,578,611,228,318,198,318,168,0,30
2036734,17,14,1996,12,female,574,617,331,337,309,54,67,283,242
1872612,22,24,1991,10,female,504,620,154,331,297,7,129,324,168
1370152,21,28,1992,10,female,398,589,110,328,404,199,259,129,145
1566949,20,5,1993,10,male,569,609,284,330,1029,150,510,180,519
1033046,15,31,1998,8,female,503,591,331,343,408,333,127,10,281
1496442,19,23,1994,7,female,541,597,404,337,476,303,293,34,183
1288312,18,2,1995,11,female,523,603,408,330,765,315,643,15,122
1040006,24,9,1989,3,female,530,634,475,342,190,342,71,0,119
1262454,18,5,1995,8,female,635,637,333,346,298,346,189,0,109
1347180,20,15,1993,6,male,440,584,541,338,206,338,183,0,23
1296809,20,31,1993,8,female,427,576,69,339,647,339,595,0,52
2061094,17,31,1996,10,female,529,619,239,355,451,256,340,99,111
1327800,17,31,1996,10,male,357,602,471,350,979,102,558,248,421
1717061,14,1,1999,1,female,265,588,285,351,298,336,177,15,121
1495071,18,21,1995,8,female,527,608,308,365,354,362,180,3,174
1100152,16,7,1997,6,male,436,585,432,367,185,367,164,0,21
1403056,18,27,1995,9,male,730,579,407,368,155,368,120,0,35
1910094,20,28,1993,9,male,433,582,464,368,141,368,129,0,12
1863000,15,19,1998,2,female,437,627,445,368,391,368,320,0,71
2141146,17,21,1996,4,female,171,602,336,357,277,357,140,0,137
2051407,17,28,1996,1,male,720,630,392,377,220,206,118,171,102
1108162,14,12,1999,7,female,311,593,169,373,313,138,236,235,77
1765290,25,23,1988,1,female,946,601,387,390,510,87,127,303,383
1922607,21,7,1992,10,female,864,595,169,389,188,370,70,19,118
1184535,16,27,1997,12,male,654,577,173,394,400,394,114,0,286
1042845,16,14,1997,4,female,348,605,213,374,486,374,396,0,90
1621485,21,20,1992,5,female,629,612,402,389,485,389,451,0,34
2140007,30,21,1983,5,female,796,595,262,387,348,387,265,0,83
2065515,32,1,1981,10,female,525,575,298,385,868,385,495,0,373
1095533,18,13,1995,12,male,629,604,289,409,395,17,160,392,235
1377269,17,27,1996,5,male,384,623,519,396,538,73,443,323,95
1713185,19,31,1994,5,female,1042,592,350,403,356,35,291,368,65
2123763,16,23,1997,9,female,27,615,432,402,980,55,365,347,615
1341681,28,19,1985,12,male,1655,626,287,418,472,181,384,237,88
1204057,18,23,1995,6,female,412,612,360,418,1008,239,452,179,556
1639384,33,21,1980,6,male,1360,586,392,413,1353,84,1179,329,174
1687270,18,30,1995,5,female,1137,580,317,402,37,376,9,26,28
1252344,30,20,1983,7,male,417,621,483,402,217,342,66,60,151
1566583,17,30,1996,4,male,630,624,516,418,62,418,17,0,45
1423527,17,28,1996,4,male,345,613,568,395,98,395,94,0,4
1454672,21,9,1992,6,male,264,603,261,415,136,415,76,0,60
2100574,17,25,1996,9,male,275,628,401,396,334,396,270,0,64
1422391,14,19,1999,1,female,400,583,417,442,115,135,21,307,94
1302898,19,22,1994,9,female,219,580,313,432,544,143,309,289,235
2022839,30,23,1983,2,female,732,591,257,440,459,316,264,124,195
1492546,24,6,1989,5,male,1421,637,488,441,103,435,94,6,9
1213840,15,17,1998,5,female,511,625,250,446,501,402,189,44,312
1995545,20,26,1993,3,female,800,577,137,432,541,398,275,34,266
2143980,18,22,1995,9,female,380,607,198,437,838,419,404,18,434
1137542,23,14,1990,12,male,212,624,435,438,375,438,362,0,13
1684538,26,23,1987,6,female,789,621,307,422,924,422,794,0,130
1164325,15,12,1998,9,female,575,607,312,452,103,53,33,399,70
2081890,16,21,1997,7,male,783,595,344,473,211,143,68,330,143
2020993,17,15,1996,3,female,742,582,339,472,496,106,250,366,246
1009651,22,16,1991,11,female,355,602,328,476,321,134,141,342,180
2097166,31,22,1982,5,female,2152,620,360,469,752,188,306,281,446
1864437,14,15,1999,9,male,560,630,450,468,264,431,237,37,27
1101254,18,29,1995,11,female,1370,618,251,479,251,462,97,17,154
1838231,18,6,1995,2,female,398,584,319,476,1106,390,369,86,737
1870056,20,2,1993,6,female,676,591,408,458,1001,454,599,4,402
1943625,19,17,1994,2,female,357,596,282,474,533,474,250,0,283
1263165,21,6,1992,6,female,352,584,396,481,456,481,378,0,78
1372334,23,18,1990,8,male,557,626,530,455,287,455,282,0,5
1110524,33,12,1980,5,male,608,590,380,452,363,452,307,0,56
1102266,15,9,1998,3,female,116,581,325,506,324,282,120,224,204
1629584,18,20,1995,12,female,514,575,363,507,551,255,101,252,450
1138762,25,11,1988,7,male,379,611,75,514,477,502,344,12,133
1364886,20,1,1993,1,male,505,613,510,514,70,514,62,0,8
